pill_cd,pill_nm,pill_mnf,pill_rv,pill_rvnum,pill_info
11483,파워 L 아르기닌 타우린,본트비,5.0,6,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11484,분리유청단백질 무맛,캘리포니아골드뉴트리션,4.0,6,"*언제든*   하루에 1회, 1회당 1스쿱씩 (약 31g) 드세요"
11485,비디컬 하이퍼맥스 L 아르기닌 60000,랩온랩,4.6,5,
11486,아르기닌+오르니틴,자로우포뮬라,5.0,4,"*언제든*   하루에 1회, 1회당 최소 1정 - 최대 6정까지 드세요"
11487,L 아르기닌 700mg,나우푸드,4.0,4,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
11488,더단백 드링크 초코,빙그레,5.0,4,"*언제든*   하루에 1회, 1회당 1개씩 드세요"
11489,프로핏 웨이프로틴 드링크 복숭아 WPI 20g,셀렉스,5.0,3,"*운동전후*   하루에 1회, 1회당 1개씩 드세요"
11490,BCAA 몬스터 소다맛,비유피,5.0,3,"*언제든*   하루에 1회, 1회당 10g씩 드세요"
11491,주니어 GHR,프로라이프,4.0,2,"**   하루에 2회, 1회당 최소 1정 - 최대 3정까지 드세요"
11492,아르기닌 39900,슈퍼마일리지,5.0,2,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11493,L 아르기닌 500mg,뉴트리코스트,4.5,2,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11494,에이알지엔 이뮨 에센스,담백하루,4.5,2,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11495,XS 에센셜 아미노,암웨이,5.0,2,"*언제든*   하루에 1회, 1회당 1스쿱씩 물 250ml에 잘 녹여서 드세요"
11496,식스디 녹차맛,식스디,4.5,2,"*운동전후*   하루에 1회, 1회당 1스쿱씩 드세요"
11497,옥타미녹스 4500++,한국뉴트리닉,5.0,1,*아침*   하루에 최소 1회 - 최대 3회까지 1포씩 물과 함께 드세요
11498,옥타미녹스 어웨이크,한국뉴트리닉,4.0,1,*아침*   하루에 최소 1회 - 최대 3회까지 1포씩 그대로 또는 물에 섞어서 드세요
11499,저분자 피콜라겐 250g,저스트콜라겐,5.0,1,"*자기전*   하루에 1회, 1회당 1스쿱씩 음료에 섞거나 음식에 뿌려서 드세요"
11500,엔에스 포대유청 WPC 바나나,뉴트리션솔루션,1.0,1,"*언제든*   하루에 1회, 1회당 30g씩 드세요"
11501,류신 아르기닌,팝스원,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11502,리버타인액,비보존제약,5.0,1,*아침*   하루에 최소 1회 - 최대 3회까지 10ml씩 반 컵의 물에 희석하여 드세요
11503,흑마늘 추출물,우메켄,5.0,1,"*언제든*   하루에 1회, 1회당 최소 10알 - 최대 15알까지 드세요"
11504,베네틴 포대유청 딸기맛,더베네푸드,5.0,1,"*언제든*   하루에 1회, 1회당 3스푼씩 100~200ml의 물이나 우유에 넣고 잘 섞어서 드세요"
11505,머슬킹콩 552 초코맛,킹콩팩토리,3.0,1,"*언제든*   하루에 1회, 1회당 3스푼씩 350~400ml의 물이나 우유에 넣고 섞어서 드세요"
11506,닥터유 프로 단백질바,오리온,5.0,1,"*언제든*   하루에 1회, 1회당 1개씩 드세요"
11507,마카올로지,푸드올로지,5.0,1,*언제든*   하루에 최소 1회 - 최대 2회까지 1포씩 드세요
11508,프로핏 웨이프로틴 드링크 아메리카노 WPI 20g,셀렉스,5.0,1,"*언제든*   하루에 1회, 1회당 1개씩 드세요"
11509,아미노 2700,유니버셜뉴트리션,5.0,1,"*아침, 식전/점심, 식전/저녁, 식전*   하루에 3회, 1회당 3정씩 드세요"
11510,아토믹7 블랙체리밤,유니버셜뉴트리션,5.0,1,"*운동전후*   하루에 1회, 1회당 최소 1스쿱 - 최대 2스쿱까지 230-340ml 물 또는 음료에 섞어서 드세요"
11511,마시는 센시안,동국제약,5.0,1,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11512,류신 단백질 아르기닌 오르니틴,유리아,3.0,1,"*운동전후/, 식후*   하루에 1회, 1회당 최소 1정 - 최대 2정까지 씹거나 녹여서 드세요"
11513,엔에스 포대유청 WPI 오리지널,뉴트리션솔루션,0.0,0,"*언제든*   하루에 1회, 1회당 30g씩 드세요"
11514,아미노콜라겐(리필),메이지,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
11515,레보골드액,고려제약,0.0,0,*아침/점심*   하루에 최소 2회 - 최대 3회까지 1병씩 상부 캡을 열고 산제부의 마개를 세게 누르고 흔들어 섞어서 드세요
11516,L-아르기닌&amp;오르니틴,비타컨트리,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11517,멀티퍼틸 포 맨,스마일랩,0.0,0,"*언제든, 식전*   하루에 1회, 1회당 1포씩 드세요"
11518,그래스 페드 웨이,AGN루트,0.0,0,"*언제든*   하루에 1회, 1회당 2스쿱씩 드세요"
11519,파워 에너지 타이탄 BCAA 프로틴 젤리스틱,바이오리더스,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
11520,프로틴 에이드,칼로바이,0.0,0,"*언제든*   하루에 1회, 1회당 1병씩 드세요"
11521,L-아르기닌 컴플렉스,카야내추럴스,0.0,0,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
11522,뉴욕웨이 하드코어,니트로랩,0.0,0,"*운동전후*   하루에 1회, 1회당 36g씩 100~200ml의 물이나 우유에 넣고 섞어서 드세요"
11523,스웨트 오프,알파바디,0.0,0,"*운동전후*   하루에 1회, 1회당 1포씩 드세요"
11524,프리미엄 폴리코텐시아,더블유에이치글로벌,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11525,WIP 포대유청 단백질,원데이뉴트리션,0.0,0,"*언제든*   하루에 1회, 1회당 30g씩 150~200ml의 음용수에 섞어서 드세요"
11526,올웨이 클래식 초콜릿맛,올맥스뉴트리션,0.0,0,"*운동전후*   하루에 1회, 1회당 1스쿱씩 (약 46g) 물이나 우유에 타서 드세요"
11527,산화질소 부스터,뉴트리코스트,0.0,0,"*언제든*   하루에 1회, 1회당 3캡슐씩 240-360ml 물과 함께 드세요"
11528,맥스 파워 블랙마카 2050,내추럴플러스,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
11529,모유유래 유산균 포스트바이오틱스 프롤린,참굿즈,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11530,그로우 매니저,스카이헬스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 최소 1캡슐 - 최대 2캡슐까지 드세요"
11531,WPI 분리유청단백질,성풍양행,0.0,0,*운동전후*   하루에 최소 1회 - 최대 2회까지 30g씩 150-200ml 물 또는 우유/두유에 섞어서 드세요
11532,솔봄액,명문제약,0.0,0,"*아침, 식사 2시간후*   하루에 최소 1회 - 최대 3회까지 10ml씩 반 컵의 물에 희석해서 드세요"
11533,아르기닌 품은 흑마늘즙,즙통령,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11534,람보기닌,올로다,0.0,0,"*언제든*   하루에 1회, 1회당 2정씩 드세요"
11535,THIS IS 아미노,닥터루템,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 100ml 물 또는 음료에 섞어서 드세요"
11536,아르기닌 파워업,뉴트리올,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11537,트리뷰플렉스 750,MRM뉴트리션,0.0,0,"*오전중, 식전*   하루에 1회, 1회당 2정씩 드세요"
11538,퓨어 크레아틴,보령컨슈머헬스케어,0.0,0,"*언제든*   하루에 1회, 1회당 2스푼씩 (3.04g) 150-300ml 물 또는 음료에 섞어 드세요"
11539,눈 건강 아스타잔틴,해비추얼(와이즐리),4.37,52,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11540,안국 아스타잔틴 미니,안국건강,4.6,25,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11541,아스타잔틴 10mg,나우푸드,4.5,12,"*오전중, 식후*   하루에 1회, 1회당 1정씩 지방이 포함된 식사와 함께 드세요"
11542,오메가3 와일드 피쉬 오일,아이제너스,4.75,8,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11543,리프아스타 내추럴 아스타잔틴,에너지스쿱,4.6,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11544,슈퍼 오메가3 플러스,라이프익스텐션,4.4,5,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
11545,디 아이3,지엠팜,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
11546,장대원 눈 건강 알티지오메가3 루테인 아스타잔틴,대원제약,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
11547,아스타잔틴 4mg,나우푸드,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
11548,루테인 아스타잔틴 클리어,내추럴플러스,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11549,유어핏 눈건강 루테인&amp;아스타잔틴 20/4,동국제약,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11550,아스타잔틴 6mg,스포츠리서치,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11551,아스타잔틴 6mg with AstaReal,닥터스베스트,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11552,편안 눈 헤마토코쿠스,동국제약,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11553,듀오잔틴 루테인,롯데헬스원,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11554,뉴오리진 루테인 아스타잔틴,유한양행,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11555,바이탈헬스 바이탈아이 눈건강 트리플 올인원,메디쿼터스,3.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11556,액티브솔루션 눈건강,천호엔케어,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1포씩 드세요"
11557,눈편안 복합루테인,오투바이오,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11558,트리플루테인,필리브,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1포씩 드세요"
11559,블루그램 루테인 아스타잔틴,제이미파커스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
11560,아이잔틴 루테인,네추럴라이즈,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11561,CMG건강연구소 눈건강 플러스,CMG제약,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11562,마이코드 루테인 지아잔틴&amp;아스타잔틴,jw생활건강,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11563,리턴업 아이시안 듀얼액션,CJ제일제당,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11564,마큘라 블루라이트 프로텍션,자로우포뮬라,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11565,닥터리브 루테인 아스타잔틴,메디쿼터스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11566,왐폴 아스타잔틴 위드 루테인,비타민뱅크,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11567,엔트리 아이3케어 플러스,하이리빙,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11568,모비타 퍼펙트 비전 포뮬러,메디포스트,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11569,브링 트리플아이케어,보령컨슈머헬스케어,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11570,바이탈 뉴 아이즈,원스닥터,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11571,아스타잔틴,마이프로틴,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 음식과 함께 드세요"
11572,루테인&amp;아스타잔틴,셀렉스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11573,"헤어,스킨&amp;네일",뉴챕터,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11574,비건 오메가3 아스타잔틴,아이제너스,0.0,0,*아침*   하루에 최소 1회 - 최대 2회까지 2캡슐씩 드세요
11575,눈건강 루테인 아스타잔틴,미궁365,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11576,건강한가 루테인 지아잔틴,GC녹십자,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11577,내추럴 아스타잔틴 안티옥시던트,리프아스타,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11578,루테인 아스타잔틴 아이포뮬러 트리플,뉴트리네이처,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11579,아이원 파이토,안국건강,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11580,레드 오메가,나노웰,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11581,베터 브라이트 투모로우 플러스,베터헬씨투모로우,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11582,바이오아스틴 4mg,뉴트렉스하와이,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 최소 1캡슐 - 최대 3캡슐까지 드세요"
11583,아스타잔틴 AstaLif 12mg,캘리포니아골드뉴트리션,4.74,77,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
11584,아스타잔틴 12mg,자로우포뮬라,4.59,17,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11585,초록홍합 오일 27000,이노헬스앤케어,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 최소 1캡슐 - 최대 2캡슐까지 드세요"
11586,바이오아스틴 12mg,뉴트렉스하와이,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11587,아스타잔틴 맥스 12mg,컨트리라이프,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11588,아이슬랜드 아스타잔틴 12mg,Algalife,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
11589,바이오아스틴 하와이안 아스타잔틴 12mg,뉴트렉스하와이,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11590,비건DHA,마이애미뉴트리션,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11591,미나미 알개 오메가 3 비건 DHA 오렌지,가든오브라이프,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11592,슈퍼크릴오일100,부광메디카,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11593,메가레드 하이 콘센트레이트 오메가3 크릴오일,쉬프,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11594,크릴 플러스 오메가3,닥터스베스트,0.0,0,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
11595,케토 오메가,스포츠리서치,0.0,0,"*언제든*   하루에 1회, 1회당 4캡슐씩 드세요"
11596,리쥬버네이트,클리니션스,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11597,알라스카 와일드 폴라파워,노스아메리칸허브&amp;스파이스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1티스푼씩 음식 또는 음료에 섞어서 드세요"
11598,칼라누스 오일,캘리포니아골드뉴트리션,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11599,크릴오일 1000,플러스팜,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11600,남극크릴오일500,엔젯오리진,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11601,프로바이오 생유산균,서울약사신협,4.47,327,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11602,락토핏 생유산균 코어맥스,종근당건강,4.66,241,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11603,프로폴리스+,세노비스,4.66,181,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11604,비비랩 프로바이오틱스 더블유,뉴트리원,4.56,84,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11605,100억 유산균,리얼닥터,4.49,76,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11606,면역애 아연 츄어블,서울약사신협,4.36,66,"*언제든*   하루에 1회, 1회당 1정씩 씹어서 드세요"
11607,뉴질랜드 프리미엄 프로폴리스 아연,뉴와이즈,4.53,59,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11608,포스트바이오틱스 맥스,GC녹십자,4.49,47,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11609,프리바이오틱스 프락토올리고당 FOS,종근당,4.45,47,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11610,생생 프로바이오틱스 유산균,일동생활건강,4.49,45,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11611,락토핏 생유산균 이뮨,종근당건강,4.57,44,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11612,마이크로바이옴 포스트바이오틱스,GC녹십자,4.39,36,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11613,브로세틴,조선팔도건강소,4.55,33,"*언제든, 식전*   하루에 1회, 1회당 1정씩 드세요"
11614,와이 케어 프로바이오틱스 VL8,올바른,4.39,31,"*아침, 식전*   하루에 1회, 1회당 1포씩 물과 함께 드세요"
11615,징크 피콜리네이트 30mg,쏜리서치,4.55,31,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
11616,프로바이오틱스 패밀리 유산균,락티브,4.72,29,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11617,프리미엄 프리바이오틱스 FOS 4000,중외제약,4.93,27,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11618,메타바이오틱스,녹십자웰빙,4.48,25,"*아침, 식전*   하루에 1회, 1회당 1포씩 그대로 드세요"
11619,뉴트리원라이프 포스트바이오틱스,뉴트리원,4.5,24,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11620,프로-캄 진 프로바이오틱스 프레쉬,한미약품,4.61,23,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11621,징크 피콜리네이트 22mg,솔가,4.3,23,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
11622,맥스 바이오틱스,GC녹십자,4.62,21,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11623,징크 피콜리네이트 15mg,쏜리서치,4.78,18,"*언제든, 식후*   하루에 최소 1회 - 최대 2회까지 1개씩 드세요"
11624,장건강 듀오 프로바이오틱스 골드,일양약품,4.61,18,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11625,아연 25,그린스토어,4.69,16,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11626,맥스 바이오틱스 프로,GC녹십자,4.25,16,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11627,아연 30,GNC,4.73,15,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11628,이너랩 면역7 바이오틱스,셀트리온스킨큐어,4.87,15,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11629,맥주효모 비오틴 아연,조아제약,4.13,15,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11630,징크 킬레이트 30mg,네이처스웨이,4.54,13,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
11631,락토 프로바이오 생유산균19 아연,씨너지아이앤티,4.45,11,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11632,멀티바이오틱스 100억 생유산균,리얼닥터,4.6,10,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11633,울트라 프로바이오틱스,중외제약,4.8,10,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11634,듀얼 오메가 프로,메디포스트,4.9,10,"*아침, 식전*   하루에 1회, 1회당 최소 1캡슐 - 최대 2캡슐까지 드세요"
11635,뉴트리라이트 밸런스 위드인 이뮤니티,암웨이,4.6,10,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11636,노워리즈 알지면역,아임뷰힐,4.89,9,"*언제든*   하루에 1회, 1회당 1포씩 직접 또는 물과 함께 드세요"
11637,프로비던스 포스트바이오틱스 알파,GC녹십자,4.33,9,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11638,파파비오 포스트바이오틱스 갓산균,파파비오랩,4.88,8,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11639,보령 프리바이오틱스+프로바이오틱스,보령컨슈머헬스케어,4.38,8,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11640,블러드 마스터,서플리에이드,4.5,8,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11641,리얼그램 면역엔아연,한국씨엔에스팜,4.75,8,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11642,프리미엄 포스트바이오틱스 골드,서울약사신협,4.71,7,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11643,쑤욱변,홀리데이즈,4.43,7,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11644,이지잇 아레아,세하바이오,4.86,7,"*자기전*   하루에 1회, 1회당 3정씩 드세요"
11645,면역 업 프로폴리스,뉴트리원,4.43,7,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11646,리튠 프로바이오틱스 듀얼 프리미엄,LG생활건강,4.86,7,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11647,메디트리 락토 프리바이오 생 유산균 19 아연,씨너지아이앤티,4.71,7,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11648,이뮤니젠,유니시티,4.71,7,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
11649,락토핏 생유산균 식물성 프로바이오틱스 아연,종근당건강,4.83,6,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11650,항균 면역엔 프로폴리스 플러스 아연,그린스토어,4.33,6,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11651,SSF 프리바이오틱스 FOS 4300,순수식품,4.5,6,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11652,아연 10mg,자미에슨,4.5,6,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11653,징크 글리시네이트,나우푸드,4.67,6,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11654,트랜스퍼 팩터 플러스 아연,포라이프리서치,4.8,5,"*아침/점심/저녁*   하루에 3회, 1회당 1캡슐씩 물과 함께 드세요"
11655,지큐랩 프리바이오틱스,일동제약,4.8,5,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11656,C-1000 징크 이뮨,나우푸드,4.6,5,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11657,프로바이오틱스 액티브,씨너지아이앤티,4.8,5,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11658,프로폴리스 칸,조아제약,4.4,5,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
11659,아연 킬레이트,내추럴팩터스,3.8,5,*언제든*   하루에 최소 1회 - 최대 2회까지 1정씩 드세요
11660,닥터에스더 셀레늄 콤플렉스,에스더포뮬러,4.4,5,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11661,슈퍼로얄 프로폴리스 아연,힐링팩토리,4.0,4,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11662,머빈스 츄어블 그린프로폴리스,코스맥스바이오,4.0,4,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11663,장용성 초임계 알티지오메가3 20억 생유산균,지엔엠,4.5,4,"*아침, 식전*   하루에 1회, 1회당 2캡슐씩 드세요"
11664,TFT 비바시티 먼역젤리,빙그레,4.5,4,"*언제든*   하루에 1회, 1회당 2개씩 씹어서 드세요"
11665,네이처위드 프로바이오틱 플러스,경동제약,5.0,4,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11666,킬레이트 징크,블루보넷뉴트리션,4.5,4,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11667,신프리앤프로 바이오틱스,한미약품,4.75,4,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11668,발포 멀티 유산균,이엠,5.0,4,"*아침, 식전*   하루에 1회, 1회당 1정씩 드세요"
11669,장안에화제 포스트바이오틱스,유유제약,4.75,4,"*아침, 식전*   하루에 1회, 1회당 1개씩 드세요"
11670,메이준뉴트리 면역엔 슈퍼 포스트바이오틱스,메이준생활건강,4.75,4,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11671,메디트리 프로바이오틱스 액티브,씨너지아이앤티,4.25,4,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11672,면역케어 브라질 그린 프로폴리스,락티브,4.25,4,"*언제든*   하루에 1회, 1회당 2캡슐씩 씹어서 드세요"
11673,코어 신바이오틱스 프리바이오틱스 프로바이오틱스,중외제약,4.33,3,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11674,유산균&amp;정상적인 면역기능에 필요한 아연,동아제약,4.67,3,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11675,징코큐텐 비플러스 ,일양약품,4.0,3,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11676,마칸센,토탈뷰티디자인,5.0,3,"*언제든*   하루에 1회, 1회당 4캡슐씩 물과 함께 드세요"
11677,아레지오 플러스,유니베라,4.67,3,"*아침/저녁*   하루에 2회, 1회당 1포씩 드세요"
11678,프로바이오 생유산균 퍼스트,서울약사신협,4.67,3,"*아침, 식전*   하루에 1회, 1회당 1포씩 그대로 또는 음용수에 타서 드세요"
11679,장 건강 프리바이오틱스 FOS,해비추얼(와이즐리),5.0,3,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11680,징크 글루코네이트 30mg,스완슨,3.67,3,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11681,퍼펙트바이오틱스 알로에 프로바이오틱스 아연,비타민마을,5.0,3,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1캡슐씩 드세요"
11682,포스파티딜세린 징코,지엔엠,3.67,3,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 물과 함께 드세요"
11683,프리미엄 프로폴리스 4000,엔젯오리진,4.33,3,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11684,항산화 건강 프로폴리스 솔루션,닥터엘리자베스,4.33,3,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11685,엔도스 100억 생유산균 프로바이오틱스 18,컬리,4.33,3,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11686,프로바이오틱스 골드 플러스,한미헬스케어,5.0,3,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11687,핑크 이뮨 젤리,바이오리더스,4.0,3,"*언제든*   하루에 1회, 1회당 1포씩 씹어서 드세요"
11688,닥터 징크,에프앤디넷,4.33,3,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1정씩 드세요"
